8.22340027E+002	0.00000000E+000	1.72003003E+003
8.22690002E+002	0.00000000E+000	1.71971997E+003
8.22909973E+002	0.00000000E+000	1.71932996E+003
8.22979980E+002	0.00000000E+000	1.71873999E+003
8.22840027E+002	0.00000000E+000	1.71831006E+003
8.22630005E+002	0.00000000E+000	1.71801001E+003
8.22270020E+002	0.00000000E+000	1.71775000E+003
8.21950012E+002	0.00000000E+000	1.71764001E+003
8.21289978E+002	0.00000000E+000	1.71767004E+003
8.20890015E+002	0.00000000E+000	1.71788000E+003
8.20580017E+002	0.00000000E+000	1.71821997E+003
8.20409973E+002	0.00000000E+000	1.71863000E+003
8.19900024E+002	0.00000000E+000	1.71859998E+003
8.19909973E+002	0.00000000E+000	1.71772998E+003
8.20280029E+002	0.00000000E+000	1.71640002E+003
8.21500000E+002	0.00000000E+000	1.71510999E+003
8.23390015E+002	0.00000000E+000	1.71414001E+003
8.25619995E+002	0.00000000E+000	1.71396997E+003
8.28159973E+002	0.00000000E+000	1.71490002E+003
8.30010010E+002	0.00000000E+000	1.71654004E+003
8.31590027E+002	0.00000000E+000	1.71880005E+003
8.36020020E+002	0.00000000E+000	1.72458997E+003
8.41479980E+002	0.00000000E+000	1.73231006E+003
8.46380005E+002	0.00000000E+000	1.74058997E+003
8.51169983E+002	0.00000000E+000	1.74887000E+003
8.54229980E+002	0.00000000E+000	1.75750000E+003
8.57130005E+002	0.00000000E+000	1.76595996E+003
8.58070007E+002	0.00000000E+000	1.77081995E+003
8.54859985E+002	0.00000000E+000	1.77166003E+003
8.54330017E+002	0.00000000E+000	1.77019995E+003
8.52169983E+002	0.00000000E+000	1.76493994E+003
8.47049988E+002	0.00000000E+000	1.75693994E+003
8.42349976E+002	0.00000000E+000	1.75238000E+003
8.37309998E+002	0.00000000E+000	1.74858997E+003
8.30770020E+002	0.00000000E+000	1.74483997E+003
8.30289978E+002	0.00000000E+000	1.73462000E+003
8.32479980E+002	0.00000000E+000	1.73335999E+003
8.33880005E+002	0.00000000E+000	1.73056006E+003
8.33619995E+002	0.00000000E+000	1.72854004E+003
8.32640015E+002	0.00000000E+000	1.72668005E+003
8.31549988E+002	0.00000000E+000	1.72539001E+003
8.29820007E+002	0.00000000E+000	1.72487000E+003
8.27619995E+002	0.00000000E+000	1.72481006E+003
8.25580017E+002	0.00000000E+000	1.72576001E+003
8.24500000E+002	0.00000000E+000	1.72701001E+003
8.24090027E+002	0.00000000E+000	1.72784998E+003
8.23859985E+002	0.00000000E+000	1.72864001E+003
8.22340027E+002	0.00000000E+000	1.72852002E+003
8.22340027E+002	0.00000000E+000	1.72046997E+003
8.22340027E+002	0.00000000E+000	1.72003003E+003
