1.41856995E+003	1.49092407E+001	1.26951001E+003
1.43706995E+003	1.49092407E+001	1.27031006E+003
1.44730005E+003	1.49092407E+001	1.27483997E+003
1.44797998E+003	1.49092407E+001	1.26230005E+003
1.43684998E+003	1.49092407E+001	1.27427002E+003
1.44730005E+003	1.49092407E+001	1.27483997E+003
1.43706995E+003	1.49092407E+001	1.27031006E+003
1.43684998E+003	1.49092407E+001	1.27427002E+003
1.41895996E+003	1.49092407E+001	1.26076001E+003
1.41856995E+003	1.49092407E+001	1.26951001E+003
1.44797998E+003	1.49092407E+001	1.26230005E+003
1.41895996E+003	1.49092407E+001	1.26076001E+003
1.41856995E+003	0.00000000E+000	1.26951001E+003
1.43706995E+003	0.00000000E+000	1.27031006E+003
1.44730005E+003	0.00000000E+000	1.27483997E+003
1.44797998E+003	0.00000000E+000	1.26230005E+003
1.43684998E+003	0.00000000E+000	1.27427002E+003
1.44730005E+003	0.00000000E+000	1.27483997E+003
1.43706995E+003	0.00000000E+000	1.27031006E+003
1.43684998E+003	0.00000000E+000	1.27427002E+003
1.41895996E+003	0.00000000E+000	1.26076001E+003
1.41856995E+003	0.00000000E+000	1.26951001E+003
1.44797998E+003	0.00000000E+000	1.26230005E+003
1.41895996E+003	0.00000000E+000	1.26076001E+003
1.41856995E+003	1.49092407E+001	1.26951001E+003
1.41895996E+003	1.49092407E+001	1.26076001E+003
1.44797998E+003	1.49092407E+001	1.26230005E+003
1.44730005E+003	1.49092407E+001	1.27483997E+003
1.43684998E+003	1.49092407E+001	1.27427002E+003
1.43706995E+003	1.49092407E+001	1.27031006E+003
1.41856995E+003	1.49092407E+001	1.26951001E+003
1.41856995E+003	0.00000000E+000	1.26951001E+003
1.41895996E+003	0.00000000E+000	1.26076001E+003
1.44797998E+003	0.00000000E+000	1.26230005E+003
1.44730005E+003	0.00000000E+000	1.27483997E+003
1.43684998E+003	0.00000000E+000	1.27427002E+003
1.43706995E+003	0.00000000E+000	1.27031006E+003
1.41856995E+003	0.00000000E+000	1.26951001E+003
