1.34047998E+003	1.19249420E+001	2.66609985E+002
1.35231995E+003	1.19249420E+001	2.67640015E+002
1.35285999E+003	1.19249420E+001	2.61540009E+002
1.34102002E+003	1.19249420E+001	2.60510010E+002
1.35231995E+003	1.19249420E+001	2.67640015E+002
1.35285999E+003	1.19249420E+001	2.61540009E+002
1.34102002E+003	1.19249420E+001	2.60510010E+002
1.34047998E+003	1.19249420E+001	2.66609985E+002
1.34047998E+003	0.00000000E+000	2.66609985E+002
1.35231995E+003	0.00000000E+000	2.67640015E+002
1.35285999E+003	0.00000000E+000	2.61540009E+002
1.34102002E+003	0.00000000E+000	2.60510010E+002
1.35231995E+003	0.00000000E+000	2.67640015E+002
1.35285999E+003	0.00000000E+000	2.61540009E+002
1.34102002E+003	0.00000000E+000	2.60510010E+002
1.34047998E+003	0.00000000E+000	2.66609985E+002
1.34047998E+003	1.19249420E+001	2.66609985E+002
1.34102002E+003	1.19249420E+001	2.60510010E+002
1.35285999E+003	1.19249420E+001	2.61540009E+002
1.35231995E+003	1.19249420E+001	2.67640015E+002
1.34047998E+003	1.19249420E+001	2.66609985E+002
1.34047998E+003	0.00000000E+000	2.66609985E+002
1.34102002E+003	0.00000000E+000	2.60510010E+002
1.35285999E+003	0.00000000E+000	2.61540009E+002
1.35231995E+003	0.00000000E+000	2.67640015E+002
1.34047998E+003	0.00000000E+000	2.66609985E+002
