run,type,module,name,attrname,attrvalue,value
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.maxNumberOfReflections,30,
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.pathLoss.typename,"""TwoRayInterference""",
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.meshesFileList,"""/home/anrunie/Documentos/GIRTEL/LoRa-INET-AI1/inet/simulations/meshes_cartagena_new/meshes/names.txt""",
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.isStatic,true,
General-65-20210504-14:47:16-4625,param,,,**.numberOfGateways,15,
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[*].numUdpApps,1,
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[*].packetForwarder.localPort,2000,
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[*].packetForwarder.destPort,1000,
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[*].packetForwarder.destAddresses,"""networkServer""",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[*].packetForwarder.indexNumber,0,
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[*].receptionRadius,1,
General-65-20210504-14:47:16-4625,param,,,**.LoRaGWNic.radio.iAmGateway,true,
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[*].**.initFromDisplayString,false,
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[0].**.initialX,"1583.34m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[0].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[0].**.initialZ,"644.60m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[1].**.initialX,"1607.25m  + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[1].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[1].**.initialZ,"653.4m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[2].**.initialX,"1618.5m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[2].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[2].**.initialZ,"629.3m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[3].**.initialX,"1625.9m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[3].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[3].**.initialZ,"692.29m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[4].**.initialX,"1608.2m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[4].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[4].**.initialZ,"702.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[5].**.initialX,"1578.9m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[5].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[5].**.initialZ,"681m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[6].**.initialX,"1560.2m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[6].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[6].**.initialZ,"674.5m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[7].**.initialX,"1547.9m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[76].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[7].**.initialZ,"666.1m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[8].**.initialX,"1620.13m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[8].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[8].**.initialZ,"620.94m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[9].**.initialX,"1632.9m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[9].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[9].**.initialZ,"650.55m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[10].**.initialX,"1572.9m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[10].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[10].**.initialZ,"560.55m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[11].**.initialX,"1528.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[11].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[11].**.initialZ,"605m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[12].**.initialX,"1497.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[12].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[12].**.initialZ,"611.9m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[13].**.initialX,"1504.2m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[13].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[13].**.initialZ,"626.72m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[14].**.initialX,"1527.3m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[14].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.loRaGW[14].**.initialZ,"646.7m + uniform(-0.30m,0.30m)",
General-65-20210504-14:47:16-4625,param,,,**.networkServer.numUdpApps,1,
General-65-20210504-14:47:16-4625,param,,,**.networkServer.**.evaluateADRinServer,false,
General-65-20210504-14:47:16-4625,param,,,**.networkServer.udpApp[0].typename,"""NetworkServerApp""",
General-65-20210504-14:47:16-4625,param,,,**.networkServer.udpApp[0].destAddresses,"""loRaGW[*]""",
General-65-20210504-14:47:16-4625,param,,,**.networkServer.udpApp[0].destPort,2000,
General-65-20210504-14:47:16-4625,param,,,**.networkServer.udpApp[0].localPort,1000,
General-65-20210504-14:47:16-4625,param,,,**.networkServer.udpApp[0].adrMethod,"""avg""",
General-65-20210504-14:47:16-4625,param,,,**.numberOfPacketsToSend,0,
General-65-20210504-14:47:16-4625,param,,,**.timeToFirstPacket,exponential(100s),
General-65-20210504-14:47:16-4625,param,,,**.timeToNextPacket,exponential(100s),
General-65-20210504-14:47:16-4625,param,,,**.alohaChannelModel,false,
General-65-20210504-14:47:16-4625,param,,,**.numberOfNodes,1,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[*].**.initFromDisplayString,false,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[*].**.evaluateADRinNode,false,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[*].**initialLoRaSF,12,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[*].**initialLoRaBW,125 kHz,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[*].**initialLoRaCR,5,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[*].**initialLoRaTP,14 dBm,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[0].**.initialX,1549.14m,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[0].**.initialY,15m,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[0].**.initialZ,620.8m,
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[*].LoRaNic.radio.energyConsumerType,"""LoRaEnergyConsumer""",
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[*].**.energySourceModule,"""IdealEpEnergyStorage""",
General-65-20210504-14:47:16-4625,param,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.configFile,"xmldoc(""energyConsumptionParameters.xml"")",
General-65-20210504-14:47:16-4625,param,,,**.sigma,0,
General-65-20210504-14:47:16-4625,param,,,**.constraintAreaMinX,0m,
General-65-20210504-14:47:16-4625,param,,,**.constraintAreaMinY,0m,
General-65-20210504-14:47:16-4625,param,,,**.constraintAreaMinZ,0m,
General-65-20210504-14:47:16-4625,param,,,**.constraintAreaMaxX,3000m,
General-65-20210504-14:47:16-4625,param,,,**.constraintAreaMaxY,3000m,
General-65-20210504-14:47:16-4625,param,,,**.constraintAreaMaxZ,3000m,
General-65-20210504-14:47:16-4625,param,,,CartagenaOPAL.**.radio.separateTransmissionParts,false,
General-65-20210504-14:47:16-4625,param,,,CartagenaOPAL.**.radio.separateReceptionParts,false,
General-65-20210504-14:47:16-4625,param,,,**.delayer.config,"xmldoc(""cloudDelays.xml"")",
General-65-20210504-14:47:16-4625,param,,,**.radio.radioMediumModule,"""OpalLoRaRadioMedium""",
General-65-20210504-14:47:16-4625,param,,,**.minInterferenceTime,0s,
General-65-20210504-14:47:16-4625,param,,,**.displayAddresses,false,
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.carrierFrequency,868MHz,
General-65-20210504-14:47:16-4625,param,,,**.mediumLimitCache.carrierFrequency,868MHz,
General-65-20210504-14:47:16-4625,param,,,**.radio.carrierFrequency,868MHz,
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.loadMeshesFromFile,true,
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.useDecimalDegreeDelta,true,
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.meshesPath,"""meshes_cartagena""",
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.receptionRadius,2m,
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.maxNumberOfReflections,30,
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.pathLoss.typename,"""TwoRayInterference""",
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.meshesFileList,"""/home/anrunie/Documentos/GIRTEL/LoRa-INET-AI1/inet/simulations/meshes_cartagena_new/meshes/names.txt""",
General-65-20210504-14:47:16-4625,param,,,**.OpalLoRaRadioMedium.isStatic,true,
General-72-20210504-14:47:51-4725,runattr,,,configname,General,
General-72-20210504-14:47:51-4725,runattr,,,datetime,20210504-14:47:51,
General-72-20210504-14:47:51-4725,runattr,,,experiment,General,
General-72-20210504-14:47:51-4725,runattr,,,inifile,loRaNetworkCartagenaOPAL-SINTOPOGRAFIA.ini,
General-72-20210504-14:47:51-4725,runattr,,,iterationvars,"$0=""avg""",
General-72-20210504-14:47:51-4725,runattr,,,iterationvarsf,avg-,
General-72-20210504-14:47:51-4725,runattr,,,measurement,"$0=""avg""",
General-72-20210504-14:47:51-4725,runattr,,,network,CartagenaOPAL,
General-72-20210504-14:47:51-4725,runattr,,,processid,4725,
General-72-20210504-14:47:51-4725,runattr,,,repetition,72,
General-72-20210504-14:47:51-4725,runattr,,,replication,#72,
General-72-20210504-14:47:51-4725,runattr,,,resultdir,results,
General-72-20210504-14:47:51-4725,runattr,,,runnumber,72,
General-72-20210504-14:47:51-4725,runattr,,,seedset,72,
General-72-20210504-14:47:51-4725,param,,,**.numberOfGateways,15,
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[*].numUdpApps,1,
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[*].packetForwarder.localPort,2000,
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[*].packetForwarder.destPort,1000,
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[*].packetForwarder.destAddresses,"""networkServer""",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[*].packetForwarder.indexNumber,0,
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[*].receptionRadius,1,
General-72-20210504-14:47:51-4725,param,,,**.LoRaGWNic.radio.iAmGateway,true,
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[*].**.initFromDisplayString,false,
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[0].**.initialX,"1583.34m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[0].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[0].**.initialZ,"644.60m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[1].**.initialX,"1607.25m  + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[1].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[1].**.initialZ,"653.4m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[2].**.initialX,"1618.5m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[2].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[2].**.initialZ,"629.3m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[3].**.initialX,"1625.9m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[3].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[3].**.initialZ,"692.29m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[4].**.initialX,"1608.2m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[4].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[4].**.initialZ,"702.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[5].**.initialX,"1578.9m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[5].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[5].**.initialZ,"681m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[6].**.initialX,"1560.2m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[6].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[6].**.initialZ,"674.5m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[7].**.initialX,"1547.9m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[76].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[7].**.initialZ,"666.1m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[8].**.initialX,"1620.13m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[8].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[8].**.initialZ,"620.94m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[9].**.initialX,"1632.9m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[9].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[9].**.initialZ,"650.55m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[10].**.initialX,"1572.9m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[10].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[10].**.initialZ,"560.55m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[11].**.initialX,"1528.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[11].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[11].**.initialZ,"605m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[12].**.initialX,"1497.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[12].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[12].**.initialZ,"611.9m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[13].**.initialX,"1504.2m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[13].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[13].**.initialZ,"626.72m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[14].**.initialX,"1527.3m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[14].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.loRaGW[14].**.initialZ,"646.7m + uniform(-0.30m,0.30m)",
General-72-20210504-14:47:51-4725,param,,,**.networkServer.numUdpApps,1,
General-72-20210504-14:47:51-4725,param,,,**.networkServer.**.evaluateADRinServer,false,
General-72-20210504-14:47:51-4725,param,,,**.networkServer.udpApp[0].typename,"""NetworkServerApp""",
General-72-20210504-14:47:51-4725,param,,,**.networkServer.udpApp[0].destAddresses,"""loRaGW[*]""",
General-72-20210504-14:47:51-4725,param,,,**.networkServer.udpApp[0].destPort,2000,
General-72-20210504-14:47:51-4725,param,,,**.networkServer.udpApp[0].localPort,1000,
General-72-20210504-14:47:51-4725,param,,,**.networkServer.udpApp[0].adrMethod,"""avg""",
General-72-20210504-14:47:51-4725,param,,,**.numberOfPacketsToSend,0,
General-72-20210504-14:47:51-4725,param,,,**.timeToFirstPacket,exponential(100s),
General-72-20210504-14:47:51-4725,param,,,**.timeToNextPacket,exponential(100s),
General-72-20210504-14:47:51-4725,param,,,**.alohaChannelModel,false,
General-72-20210504-14:47:51-4725,param,,,**.numberOfNodes,1,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[*].**.initFromDisplayString,false,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[*].**.evaluateADRinNode,false,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[*].**initialLoRaSF,12,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[*].**initialLoRaBW,125 kHz,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[*].**initialLoRaCR,5,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[*].**initialLoRaTP,14 dBm,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[0].**.initialX,1549.14m,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[0].**.initialY,15m,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[0].**.initialZ,620.8m,
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[*].LoRaNic.radio.energyConsumerType,"""LoRaEnergyConsumer""",
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[*].**.energySourceModule,"""IdealEpEnergyStorage""",
General-72-20210504-14:47:51-4725,param,,,**.loRaNodes[*].LoRaNic.radio.energyConsumer.configFile,"xmldoc(""energyConsumptionParameters.xml"")",
General-72-20210504-14:47:51-4725,param,,,**.sigma,0,
General-72-20210504-14:47:51-4725,param,,,**.constraintAreaMinX,0m,
General-72-20210504-14:47:51-4725,param,,,**.constraintAreaMinY,0m,
General-72-20210504-14:47:51-4725,param,,,**.constraintAreaMinZ,0m,
General-72-20210504-14:47:51-4725,param,,,**.constraintAreaMaxX,3000m,
General-72-20210504-14:47:51-4725,param,,,**.constraintAreaMaxY,3000m,
General-72-20210504-14:47:51-4725,param,,,**.constraintAreaMaxZ,3000m,
General-72-20210504-14:47:51-4725,param,,,CartagenaOPAL.**.radio.separateTransmissionParts,false,
General-72-20210504-14:47:51-4725,param,,,CartagenaOPAL.**.radio.separateReceptionParts,false,
General-72-20210504-14:47:51-4725,param,,,**.delayer.config,"xmldoc(""cloudDelays.xml"")",
General-72-20210504-14:47:51-4725,param,,,**.radio.radioMediumModule,"""OpalLoRaRadioMedium""",
General-72-20210504-14:47:51-4725,param,,,**.minInterferenceTime,0s,
General-72-20210504-14:47:51-4725,param,,,**.displayAddresses,false,
General-72-20210504-14:47:51-4725,param,,,**.OpalLoRaRadioMedium.carrierFrequency,868MHz,
General-72-20210504-14:47:51-4725,param,,,**.mediumLimitCache.carrierFrequency,868MHz,
General-72-20210504-14:47:51-4725,param,,,**.radio.carrierFrequency,868MHz,
General-72-20210504-14:47:51-4725,param,,,**.OpalLoRaRadioMedium.loadMeshesFromFile,true,
General-72-20210504-14:47:51-4725,param,,,**.OpalLoRaRadioMedium.useDecimalDegreeDelta,true,
General-72-20210504-14:47:51-4725,param,,,**.OpalLoRaRadioMedium.meshesPath,"""meshes_cartagena""",
General-72-20210504-14:47:51-4725,param,,,**.OpalLoRaRadioMedium.receptionRadius,2m,
General-72-20210504-14:47:51-4725,param,,,**.OpalLoRaRadioMedium.maxNumberOfReflections,30,
General-72-20210504-14:47:51-4725,param,,,**.OpalLoRaRadioMedium.pathLoss.typename,"""TwoRayInterference""",
General-72-20210504-14:47:51-4725,param,,,**.OpalLoRaRadioMedium.meshesFileList,"""/home/anrunie/Documentos/GIRTEL/LoRa-INET-AI1/inet/simulations/meshes_cartagena_new/meshes/names.txt""",
General-72-20210504-14:47:51-4725,param,,,**.OpalLoRaRadioMedium.isStatic,true,
General-75-20210504-14:48:08-4767,runattr,,,configname,General,
General-75-20210504-14:48:08-4767,runattr,,,datetime,20210504-14:48:08,
General-75-20210504-14:48:08-4767,runattr,,,experiment,General,
General-75-20210504-14:48:08-4767,runattr,,,inifile,loRaNetworkCartagenaOPAL-SINTOPOGRAFIA.ini,
General-75-20210504-14:48:08-4767,runattr,,,iterationvars,"$0=""avg""",
General-75-20210504-14:48:08-4767,runattr,,,iterationvarsf,avg-,
General-75-20210504-14:48:08-4767,runattr,,,measurement,"$0=""avg""",
General-75-20210504-14:48:08-4767,runattr,,,network,CartagenaOPAL,
General-75-20210504-14:48:08-4767,runattr,,,processid,4767,
General-75-20210504-14:48:08-4767,runattr,,,repetition,75,
General-75-20210504-14:48:08-4767,runattr,,,replication,#75,
General-75-20210504-14:48:08-4767,runattr,,,resultdir,results,
General-75-20210504-14:48:08-4767,runattr,,,runnumber,75,
General-75-20210504-14:48:08-4767,runattr,,,seedset,75,
General-75-20210504-14:48:08-4767,param,,,**.numberOfGateways,15,
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[*].numUdpApps,1,
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[*].packetForwarder.localPort,2000,
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[*].packetForwarder.destPort,1000,
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[*].packetForwarder.destAddresses,"""networkServer""",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[*].packetForwarder.indexNumber,0,
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[*].receptionRadius,1,
General-75-20210504-14:48:08-4767,param,,,**.LoRaGWNic.radio.iAmGateway,true,
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[*].**.initFromDisplayString,false,
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[0].**.initialX,"1583.34m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[0].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[0].**.initialZ,"644.60m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[1].**.initialX,"1607.25m  + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[1].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[1].**.initialZ,"653.4m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[2].**.initialX,"1618.5m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[2].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[2].**.initialZ,"629.3m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[3].**.initialX,"1625.9m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[3].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[3].**.initialZ,"692.29m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[4].**.initialX,"1608.2m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[4].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[4].**.initialZ,"702.8m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[5].**.initialX,"1578.9m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[5].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[5].**.initialZ,"681m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[6].**.initialX,"1560.2m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[6].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[6].**.initialZ,"674.5m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[7].**.initialX,"1547.9m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[76].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[7].**.initialZ,"666.1m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[8].**.initialX,"1620.13m + uniform(-0.30m,0.30m)",
General-75-20210504-14:48:08-4767,param,,,**.loRaGW[8].**.initialY,"0.8m + uniform(-0.30m,0.30m)",
